K6713L1,Traditional,Traditional,Emmy,31.81381673,31.87229333,5.153410505,11.61608643,-0.369767789,249.0438305,0.001294747,392.9234516,0.0206927852605447,0.63382277002272,0.062559433,0.367051234024823,0.0544808946,59.981299955,500.14291162,99.643296623,2.038206306,0.95963342036568,47.2914961183616,47.6292000433807,41.6320204824364,48.256417772903,60.486269966935,4.09034406576834,0.767831297305009,0,4,0.12,27.4421584725967,24.158096008509,27.6381202286807,27.9613649370976,48.3348475445634,26.7882454823116,40.7219042231895,6.00369644231107,127.555934082073,304.93535806,60.0369644231107,1275.55934082073
K6713L2,Before_DAT,Before_DAT,Emmy,31.6188370717391,31.66721333,6.516047743,11.68682572,-0.392440692,309.0466563,0.002695215,399.595125,0.0210843495963105,0.773399466022014,0.134906764,0.162116648707754,0.139646258544757,60.0680407533504,500.138895804348,99.624016896624,1.974439225,0.972581609532739,45.2981118803149,45.5543923023194,41.068959589083,48.538108699612,60.81198902774,3.9883913458732,0.8095520576196,0,4,0.05,26.4683348310844,23.9971806427656,26.6180831481487,28.4116966770093,48.7229521676976,27.3924654804795,41.3972215687349,5.9646813329519,126.100566772226,304.80218125,59.646813329519,1261.00566772226
K6713L2,Traditional,Traditional,Emmy,31.692735602,31.93521613,5.621410811,10.49409731,-0.377629002,322.4663192,0.003149633,391.6862333,0.0174325517931486,0.823277133033718,0.159984668,0.767619720288584,0.1015640636,60.000692858,500.13753655,99.600642193,2.046607453,0.964118775740482,36.9682495105883,37.1712214668077,33.6867235706141,43.788544898151,55.320071063895,2.93878747744114,1.02897528332341,7.88860905221012e-31,4,0.54,21.6953361616468,19.7695265998359,21.8144531033431,25.5317540119209,44.2770137113003,24.5580778211651,37.5008145027575,5.94085616156731,125.215930767164,304.72048333,59.4085616156731,1252.15930767164
K6713L3,Before_DAT,Before_DAT,Emmy,31.5699686023919,31.62041333,9.663236792,16.48699461,-0.339531194,228.9988204,0.002181677,382.830875,0.04219775794094,0.598172287958749,0.109358456,0.144512163986833,0.1134317173257,60.0219916813486,500.146574486768,99.5486506987786,1.967925366,0.980687669572173,97.2127903608,98.0293341963497,84.6051891474827,67.652861236481,82.914366681745,5.5909111681541,0.800357254462302,0,4,0.1,57.0223044640473,49.6270381387123,57.5012662449626,39.7041299980791,66.4785924550084,38.3380646259057,56.6002649568475,5.94355440518427,125.315961077958,304.72975,59.4355440518427,1253.15961077958
K6713L3,Traditional,Traditional,Emmy,31.58442544,31.68296,8.146698225,13.81209621,-0.368091091,281.7660456,0.002730717,389.1454333,0.0289129877507143,0.724063605759395,0.138070367,0.562321669871856,0.1149155111,59.984974394,500.14497891,99.503248343,1.989088654,0.965903519780881,62.5279423198501,62.9322754499198,56.1448317722441,57.001148317841,70.597796998945,4.8550637396501,0.7530950089503,0,4,0.16,36.7492317202055,32.9977183982135,36.9868683885142,33.4268973581016,56.5915086431344,32.2623741558617,48.1529399467955,5.93294517397012,124.922881746051,304.69329333,59.3294517397012,1249.22881746051
K6702L1,Before_DAT,Before_DAT,Charlie,31.5564640691816,31.6190375,5.361992167,7.220667366,-0.341753307,271.5229891,0.001508425,396.8066667,0.0197478386076002,0.684270230029379,0.075838561,0.32272542144001,0.0760224633606138,60.0261806557545,500.147980667008,99.6670125658568,1.978917445,0.97417971817568,43.007642308451,43.29940024804,38.4405706842247,30.7534195181486,40.247562886747,2.63303056877846,0.772890131335376,0,4,0.06,25.2932998841414,22.6073513879317,25.4648861572665,18.0617033704441,32.2758838281773,17.447522787344,27.495510955791,5.92941208856357,124.792115482949,304.68114,59.2941208856357,1247.92115482949
K6702L1,Traditional,Traditional,Charlie,31.64662144,31.7364,4.091180911,8.221147879,-0.359173491,301.2698898,0.001615406,394.2547419,0.0135797869269842,0.764150326634283,0.081119735,0.746244314037762,0.0458601503,59.996090523,500.14163967,99.654024538,1.998892785,0.956692884632021,28.9869885153832,29.1603311831599,26.23374971035,34.7374329689659,44.8542754088555,2.97264529900999,0.769104440029974,0,4,0.17,17.0434936341615,15.4246704845264,17.1454140062351,20.3035454349774,35.9233777914342,19.5580375008714,30.4859641170405,5.93070093740516,124.839810319348,304.68557419,59.3070093740516,1248.39810319348
K6718L1,Before_DAT,Before_DAT,Charlie,31.8335806299745,31.92762,3.725689754,11.26225814,-0.936200865,282.1066975,0.002802696,336.7664667,0.0132066689200103,0.837692363685686,0.137450964,0.402561005501299,0.126091954048469,59.993226866199,500.139559047959,99.4111301334949,2.057924181,0.964453570882129,29.2839336769828,29.4609509031334,26.2298404500016,44.6155811137772,80.9903503076398,4.0405686549712,1.38355771491361,3.15544362088405e-30,1,0.09,16.9681059747825,15.1984606086951,17.0706757690532,25.8257770287738,64.7036871884257,24.7258131337856,54.4649692731706,6.01205337110496,127.868755796708,304.96378667,60.1205337110495,1278.68755796708
K6718L1,Traditional,Traditional,Charlie,31.916703687,32.0584,4.447118683,10.95291957,-0.749104633,330.171036,0.002892677,393.1003226,0.0134691362903195,0.839915454193016,0.142914444,0.61144241655518,0.0925660785,60.060111175,500.13819667,99.372293377,2.080424337,0.963878443229527,28.8373840836567,28.9864752734296,26.3101168397026,45.615621019697,57.432718160065,3.9035011620917,0.757583916275089,0,4,0.43,16.7973676248633,15.3252702647207,16.884211130397,26.2946024697208,45.8371711186961,25.1031812965644,38.4409937373067,5.98214724361437,126.751059255837,304.86189355,59.8214724361437,1267.51059255837
K6718L2,Before_DAT,Before_DAT,Charlie,31.7058156543112,31.76513667,2.607738579,7.163671622,-0.814455641,310.0590406,0.002850481,350.787375,0.00841045813066352,0.883894526135668,0.142677449,0.107580970533669,0.139980033920918,60.0083827885459,500.143527843367,99.5322860533673,2.004059838,0.968850668153609,18.0765087386156,18.1781482793203,16.3932158223255,30.5264567659662,39.985125983499,2.54036549311782,0.79754505535346,0,4,0.06,10.5567831135997,9.57373055124442,10.6161411789485,17.7868686264836,31.9975479866968,17.1013320985044,27.0853019313992,5.96760691427412,126.209409129579,304.81219375,59.6760691427412,1262.09409129579
K6718L2,Traditional,Traditional,Charlie,31.697444806,31.76453226,2.857580407,6.283559352,-0.62253066,343.7234344,0.002396449,395.2910968,0.00831360367380293,0.869545095203369,0.118372218,0.404241187742212,0.0958478147,59.993725086,500.13406442,99.532539161,2.017830883,0.967886042270998,17.7006334438349,17.788552026321,16.2129783798151,27.0217616955992,35.932649036284,2.21661734333912,0.80920616001736,0,4,0.18,10.3196789944018,9.45235846806051,10.3709365695489,15.7516754990629,28.7578823926702,15.148672786424,24.3517962244197,5.97708903235001,126.562501381775,304.84461613,59.7708903235001,1265.62501381775
K6714L1,Before_DAT,Before_DAT,Charlie,31.8063784548469,31.86586,5.321119275,6.327680824,-0.740856545,245.2098564,0.001745509,357.3356667,0.0217002666741091,0.686217132100237,0.084581804,0.0545953386006203,0.0857017419897959,60.063822100102,500.135122368367,99.6655015995663,2.03252307,0.967937834954665,49.963863616979,50.3256283161673,43.8627105528074,56.472494227945,90.6884877369425,1.8041957099533,2.3501418948599,0,1,0.07,28.9564778534538,25.4205642792446,29.1661380106529,32.7344485783892,72.4764073611547,31.3688865703063,61.0810994110374,6.01091416424275,127.82608974163,304.95991333,60.1091416424275,1278.2608974163
K6714L1,Traditional,Traditional,Charlie,31.762631989,31.79746333,5.200511943,7.134505524,-0.453021549,293.0026407,0.001969395,392.8025667,0.0177490275533889,0.74592852883209,0.095665935,0.129669842770349,0.0950387432,59.957660102,500.13292925,99.666683312,2.014437107,0.968437687468017,38.9436058930146,39.1703594246756,35.0549490897349,30.4103144471204,39.850830685258,2.53070737864244,0.79757462792732,7.88860905221012e-31,4,0.18,22.5997463782765,20.3430817605287,22.7313359470492,17.6670360853771,31.865949555747,16.9546398477445,26.9073503120236,6.003272015438,127.540056899529,304.93391333,60.03272015438,1275.40056899529
K6714L2,Before_DAT,Before_DAT,Charlie,31.2337179404604,31.25325,7.86795,8.47708,-0.744565901,311.2557,0.003392394,393.8994,0.025278091292786,0.790190845682933,0.1806245,0.0435236656156194,0.183540783603581,59.9966022061637,500.143516679284,99.6592017190793,1.872135,0.969728201128825,52.3465100824139,52.6629035924592,47.6509231657419,75.40003081,106.169907665,2.53418586099915,2.45980258299744,0,1,0.1,31.2745391894232,28.469150314184,31.4635691976055,45.0864704012218,85.5852311884164,43.962987131294,73.8760274846947,5.84779284767388,121.790278648002,304.39862,58.4779284767388,1217.90278648002
K6714L2,Traditional,Traditional,Charlie,31.333192,31.4638,6.305758,8.240949,-0.5258724,319.397,0.003262847,390.7956,0.0197426963935165,0.81729937593975,0.1719427,0.340999685031376,0.15467382,59.948043,500.14503,99.648749,1.932929,0.970240897109709,40.8713134285031,41.1101483594778,37.2912937672788,34.8162830129,44.9454496705,2.87091203669,0.805181110069999,0,4,0.18,24.3727900462402,22.2379169471148,24.5152144789303,20.7012692358866,36.1699879877221,20.129606439058,31.0975752919694,5.85724722080452,122.136127369235,304.43152,58.5724722080452,1221.36127369235
K6707L1,Before_DAT,Before_DAT,Charlie,31.3481421227621,31.40849,17.44208,22.00404,-0.9685688,273.6718,0.00559282,381.5692,0.063733566995211,0.717227176616981,0.2997421,0.0555082050567735,0.301157230179028,59.9611756777494,500.146066240409,99.2391771867008,1.911846,0.969463225292968,135.664763127645,136.611516437284,121.650141783506,146.553050144,164.368171696,7.34662668639672,2.18263005919016,1.26217744835362e-29,1,0.07,80.7833114640651,72.4381266497198,81.3470677831632,87.0650294826987,132.243053028633,84.6247622571509,113.628886080988,5.86461585038839,122.406017444429,304.45713,58.6461585038839,1224.06017444429
K6707L1-1,Before_DAT,Before_DAT,Charlie,31.3385902040816,31.47157,16.43086,21.21804,-0.8083553,260.516,0.005420991,365.6481,0.0630704448095318,0.712477379206948,0.2888388,0.0839524016281149,0.29165076505102,59.9132666326531,500.141857908163,99.2634831377551,1.934704,0.969547717572296,136.006905607874,137.013940132823,121.153121467937,139.037865348,158.221268682,7.55514615880051,1.97296847640153,0,1,0.09,80.9202288346577,72.082651019824,81.5193856483433,82.6447933724301,127.317644426226,80.3502568788976,109.439005643897,5.86881446230169,122.559932637633,304.47171,58.6881446230169,1225.59932637633
K6707L1,Traditional,Traditional,Charlie,31.586369,31.81842,14.9754,23.88198,-0.9075913,276.8777,0.005129661,379.5147,0.0540866960394427,0.729557247716623,0.2711386,0.60008386854546,0.18617813,59.956174,500.13233,99.272298,2.022135,0.964712056331563,115.579080657779,116.366083599995,103.721935149441,128.22117772,149.37396398,8.3986511320003,1.49007339600089,1.26217744835362e-29,1,0.36,68.5584878156795,61.5251392093766,69.0253173778954,75.1842704746476,119.73544438323,72.5606320577382,101.87287679906,5.88433270713889,123.129647890893,304.52552,58.8433270713889,1231.29647890893
K6707L2,Before_DAT,Before_DAT,Charlie,30.7034323469388,30.73722,20.45201,29.73114,-0.7991503,231.3037,0.006185087,334.1299,0.0884205916291006,0.692256813891843,0.3659717,0.0476049964784089,0.367347306632653,59.9823215306122,500.145276785714,99.2482910204082,1.743484,0.971772426559755,185.912677384077,187.598392450899,163.855204158581,168.922247918,182.664633187,8.29491057580039,2.28371172740117,1.26217744835362e-29,1,0.15,114.686407789193,101.079523069264,115.726297097927,104.290797700541,148.772047603844,103.031242032613,131.010066165643,5.69669338622633,116.329348231169,303.86646,56.9669338622633,1163.29348231169
K6707L2-2,Before_DAT,Before_DAT,Charlie,30.7267957033248,30.77649,22.09961,28.34707,-0.8801267,258.3689,0.005978514,373.5023,0.0855351011673619,0.691746476527721,0.3524376,0.0516203454455917,0.3574437685422,60.0425272378517,500.138615856778,99.2367732225064,1.746083,0.971090904056552,174.680348426943,176.053769656783,156.376019853941,181.166881598,192.679899307,8.23025978379986,2.53361935139959,0,1,0.13,107.671428351514,96.3888014262822,108.517993101795,111.686245107584,156.851053546141,110.280162078453,138.008667054427,5.70025958137314,116.456795670967,303.87916,57.0025958137314,1164.56795670967
K6707L2,Traditional,Traditional,Charlie,30.963169,31.32196,19.67176,28.95324,-0.8000814,272.5029,0.006126304,373.3935,0.0721891767023397,0.729800866913859,0.3636251,0.615462738958339,0.27147305,60.016926,500.13388,99.205357,1.892387,0.966326376945195,145.570626828375,146.643526557227,131.193707293248,163.123585968,177.921727512,9.91743878079935,1.63472634239805,0,1,0.47,89.808942628198,80.9391866215636,90.4708618099286,99.1096709871177,144.142765721374,97.3210051868776,125.728416295229,5.69625266016793,116.31360254569,303.86489,56.9625266016793,1163.1360254569
K6706L1,Before_DAT,Before_DAT,Charlie,31.7229246803069,31.76815,8.669708,14.63409,-0.3115784,274.7288,0.00290189,384.6657,0.0315573321763135,0.714201448166551,0.1433714,0.0295335349836713,0.14356248797954,60.0392631713555,500.133741432225,99.1925179539642,2.003307,0.972800013926894,69.5920560141634,70.0410159820616,62.196513579258,81.3585359144,111.0435540196,4.12275745863998,2.04140237591995,3.15544362088405e-30,1,0.1,40.5780410119799,36.2658157176396,40.8398225576552,47.362975810747,88.8405705105816,45.5122667116141,75.1460974382371,5.97639367618949,126.536591160774,304.84224,59.7639367618949,1265.36591160774
K6706L1,Traditional,Traditional,Emmy,31.742465,31.83627,7.931488,13.6314,-0.465154,286.7293,0.002895838,389.2762,0.0276619375836372,0.736570332324452,0.1422453,0.274703297736435,0.13074087,59.985239,500.13673,99.140185,2.02592,0.968591456866028,60.7356410683498,61.1024785906773,54.5480249344589,56.28159794,69.7657813,4.538168234,0.838964702,3.15544362088405e-30,4,0.21,35.3167248154582,31.7187330527897,35.5300344899778,32.7311902208319,55.8016800018071,31.4321706941127,47.1599652111664,5.99187051698616,127.113913599777,304.89507,59.9187051698616,1271.13913599777
K6706L2,Before_DAT,Before_DAT,Emmy,31.4454356777494,31.46616,8.885514,16.1878,-0.8252366,314.6596,0.00389468,398.9823,0.0282384964577594,0.78865553684963,0.2013677,0.0619750790004274,0.200657385677749,59.9868542455243,500.135582608696,99.0761359335038,1.931692,0.968712658588704,59.3846677809689,59.7286884420462,54.0354813310747,66.46143838,81.5367251,5.595159718,0.766219154000009,0,4,0.07,35.0998797649136,31.9381916011623,35.3032164895543,39.2703691775059,65.4979673312542,38.0620785644386,56.0555652759807,5.90290538654619,123.813234333072,304.58976,59.0290538654619,1238.13234333072
K6706L2,Traditional,Traditional,Emmy,31.5478977777778,31.61042,8.838103,17.80822,-0.485787,297.218,0.003605829,387.6133,0.0297360960641684,0.766789994048192,0.1836226,0.257427462632595,0.167632122222222,59.9641088888889,500.135655555556,99.0324033333333,1.971386,0.964639785153421,63.632749246047,64.0191579765622,57.5004631325104,72.914112862,88.99794899,6.17822169819984,0.749085094599514,1.26217744835362e-29,4,0.25,37.4087182289589,33.8036411886187,37.6358820006382,42.8427815181937,71.3795457303009,41.3968052093943,60.8294357686145,5.93148462449245,124.868815711701,304.68827,59.3148462449245,1248.68815711701
K6704L1,Before_DAT,Before_DAT,Emmy,31.3300322193878,31.48685,6.658335,15.38856,-0.7554802,310.4332,0.002536332,404.2019,0.0214485274126608,0.768015192407557,0.1318456,0.442898298171319,0.159184920918367,60.2258705867347,500.126033163265,99.3782221173469,1.920684,0.966376629202133,44.9888813352728,45.2558691431192,40.8959846375901,63.278784776,77.85662452,5.3288826536,0.767567960800009,3.15544362088405e-30,4,0.1,26.6649347334233,24.239072607601,26.8231785541085,37.631378246581,62.6586485125665,36.5954693463191,53.8783797661014,5.88845976216051,123.281384996477,304.53981,58.8845976216051,1232.81384996477
K6704L1,Traditional,Traditional,Charlie,31.323679,31.39103,6.562342,15.64301,-0.7814496,322.5103,0.003561096,390.4482,0.0203476974223769,0.826000222308619,0.1901482,0.443126992524778,0.13389535,60.018548,500.12247,99.396281,1.909438,0.965778867631638,41.822861850527,42.0669344711214,38.2155581357933,64.292030121,79.028239545,5.46441015810003,0.750220474300081,3.15544362088405e-30,4,0.61,25.0406920740483,22.8808833583977,25.1868261993947,38.2476671864958,63.6082932353966,37.2014784209705,54.7089547391097,5.83711872244255,121.400398872539,304.36142,58.3711872244255,1214.00398872539
K6704L2,Before_DAT,Before_DAT,Charlie,31.3666823469388,31.42571,6.095425,15.09333,-0.6857415,309.1677,0.002434629,399.1302,0.019715594481571,0.774603625583832,0.1262856,0.354424977472255,0.115863027423469,59.8864914030612,500.114941326531,99.4387875255102,1.928153,0.966487595489931,41.32408216129,41.5710669001975,37.5531060070044,62.103149393,76.497237985,5.2707011573,0.754673471899988,0,4,0.12,24.5127486966006,22.2758692312543,24.6592558788559,36.8561954934547,61.527414499867,35.8041919143463,52.8272811877552,5.8842518661529,123.126676588038,304.52524,58.842518661529,1231.26676588038
K6704L2,Traditional,Traditional,Charlie,31.407929,31.48586,5.139184,14.16663,-0.6714718,319.0361,0.002593507,392.4552,0.0161084717372109,0.812923615230477,0.1350044,0.361873613008169,0.101462826,60.043997,500.11189,99.442674,1.925285,0.965375449986852,33.4452492413216,33.6400195259015,30.5048275001975,58.412937323,72.230247835,4.9730561303,0.7525383909,0,4,0.7,19.9082025842382,18.1579237544105,20.0241391184476,34.5864695821144,58.0566695806506,33.5591974619902,49.7635937547195,5.86645278280096,122.473344912001,304.46351,58.6645278280096,1224.73344912001
K6705L1,Before_DAT,Before_DAT,Charlie,31.3833081585678,31.42936,5.962789,12.23901,-0.2915418,300.7757,0.002077999,402.2541,0.0198247032589401,0.747725629148342,0.1073754,0.463084606901187,0.0914565037595908,59.9554281841432,500.120220204604,99.4630557033248,1.925704,0.971421787700113,41.6573886722902,41.9151270582018,37.7509830577221,50.736961721,63.354521545,4.2559729181,0.7807487543,3.15544362088405e-30,4,0.05,24.7345797648129,22.4151040524162,24.8876150574217,30.0827403555133,50.9428176216706,29.2100895235418,43.7098175542949,5.87922717821441,122.942064946131,304.50783,58.792271782144,1229.42064946131
K6705L1-1,Before_DAT,Before_DAT,Charlie,31.3659917091837,31.40433,5.71948,11.1987,-0.4263115,301.274,0.002105266,397.3374,0.0189843132829252,0.758232172455953,0.1094235,0.56193131144827,0.0892408040816327,59.8878006122449,500.116954336735,99.4460369132653,1.922667,0.96763725285722,39.780757445717,40.0274890935859,36.0653262327784,46.59434327,58.56441415,3.878289347,0.792868040999996,3.15544362088405e-30,4,0.03,23.6577763021296,21.4481944302511,23.8045086045475,27.6532946572289,47.1044154131533,26.8645062483896,40.4448647506156,5.87110780714142,122.644044213972,304.47967,58.7110780714142,1226.44044213972
K6705L1,Traditional,Traditional,Charlie,31.432287,31.5306,4.916173,9.909737,-0.3470207,302.3798,0.001950244,392.9501,0.016258271881918,0.769511955843757,0.1004416,0.85663520423555,0.052374412,59.974731,500.11327,99.412074,1.945492,0.958893585490692,34.0917161910804,34.3018166371812,30.9162124401862,41.4615637077,52.6293840165,3.55631957096999,0.759221712909978,3.15544362088405e-30,4,0.26,20.2586135295531,18.3716066422952,20.383463323447,24.5163800395052,42.2856383053167,23.771254592971,36.2091863846676,5.87511149533371,122.790954056718,304.49356,58.7511149533371,1227.90954056718
K6705L2,Before_DAT,Before_DAT,Charlie,31.2869830769231,31.33091,5.775823,10.27211,-0.6000351,306.2551,0.002111897,402.3387,0.0188595161354048,0.761187278280712,0.1105951,0.386176286829522,0.097781105025641,59.9415435384615,500.122008974359,99.3352051794872,1.898614,0.966924541582613,39.2116590299872,39.4524120598493,35.6290407324257,42.904569231,54.297930495,3.5469705291,0.801969587299998,3.15544362088405e-30,4,0.02,23.3996316938677,21.2616974483786,23.5433015198153,25.5773241804395,43.7303567248288,24.9033408590865,37.6675373241631,5.85368231693814,122.005662753629,304.41912,58.5368231693814,1220.05662753629
K6705L2,Traditional,Traditional,Charlie,31.255683,31.33653,5.971171,10.74941,-0.4479465,298.8088,0.002245571,391.5932,0.0199832501586299,0.763059215532854,0.118582,0.830387234723169,0.070734117,59.967366,500.11583,99.284315,1.897506,0.949253722094121,41.2953048996479,41.5597856154683,37.4584776138038,44.805225561,56.495658345,3.8357711421,0.757903426299989,0,4,0.1,24.7985658460303,22.4944827470177,24.9573912249012,26.7581528341419,45.5247231934095,26.0756620919836,39.2621019466645,5.82241500316187,120.864357309249,304.31008,58.2241500316187,1208.64357309249
K6716L1,Before_DAT,Before_DAT,Emmy,31.5032227877238,31.61321,8.792198,15.71365,-0.5074824,244.9293,0.002403005,371.5767,0.035896881263287,0.659162159521843,0.1228395,0.621739432494554,0.102087265089514,59.8983179028133,500.128732480818,99.5644032225064,1.984556,0.961877511065969,79.9786336700418,80.6040069464692,70.4818683375332,82.2688570964,111.7881339826,5.69051459283988,1.53579377851963,0,1,0.06,47.1732393714577,41.5718285479968,47.5420989269626,48.4567634214623,89.7184458516777,46.8849096294156,76.6007705338105,5.91393589680824,124.220118432184,304.62783,59.1393589680824,1242.20118432184
K6716L1,Traditional,Traditional,Emmy,31.524183,31.66956,9.305834,15.57755,-0.3476644,286.1928,0.003192067,387.2168,0.0325159612680682,0.739102229035517,0.1689187,0.837415158890046,0.075202898,60.043314,500.13047,99.575019,1.981651,0.948010665823819,68.4274017672657,68.8814671878212,61.7068532657899,64.031361855,78.726828975,5.4426244155,0.7503232465,0,4,0.2,40.8070323726057,36.799198768253,41.0778166174746,37.6718097851717,63.1641698101488,36.426692226793,53.8818319964915,5.85703442379024,122.128337693183,304.43078,58.5703442379024,1221.28337693183
K6716L2,Before_DAT,Before_DAT,Emmy,31.4283884654731,31.50728,9.073316,15.56063,-0.2024994,229.9849,0.003403255,323.0537,0.0394517900957845,0.711909196520578,0.1771164,0.20020368663547,0.178431275191816,59.9990597186701,500.129888746803,99.5782633248082,1.946112,0.9741826001482,89.3093873610075,90.0763846992486,77.9452642540555,84.3580698488,113.4969659692,5.49135447927962,1.64114343783886,3.15544362088405e-30,1,0.08,52.8287328943705,46.1065702871055,53.2824309737095,49.8920079837632,91.1959749126539,48.3811817462387,78.1036086510411,5.89878692336038,123.661486953169,304.57553,58.9878692336038,1236.61486953168
K6716L2,Traditional,Traditional,Emmy,31.49586,31.6381,8.885678,15.69582,-0.3077142,300.4475,0.003686726,387.2465,0.0295748109070636,0.775855947051813,0.1930261,0.82049191565917,0.127040608181818,59.9762690909091,500.126545454545,99.5597609090909,1.969056,0.959961373736622,62.2828138605198,62.6672401894075,56.4247185019683,64.502324822,79.27140319,5.4819858542,0.750137562599987,0,4,0.17,36.9340859945434,33.4601999523759,37.1620531368357,38.0074527056898,63.6284622410412,36.7827090644805,54.3420349017833,5.88579378502344,123.183355844499,304.53058,58.8579378502344,1231.83355844499
K6715L1,Before_DAT,Before_DAT,Emmy,31.6706186700767,31.69576,4.690017,13.13366,-0.3217911,219.972,0.001115375,368.5326,0.0213209726692488,0.596886137074441,0.05452597,0.194573832993592,0.0564913443222506,59.9778985677749,500.123844501279,99.5016197186701,1.987572,0.96555904198552,50.3848323772406,50.8241686976907,43.4675359904437,54.299547486,67.47393747,4.5923433846,0.766470153800009,0,4,0.07,29.4135806253141,25.3754118871731,29.6700557126268,31.6971744265462,54.0211569855251,30.5100079945374,45.7972961330612,5.96976592045165,126.289762186467,304.81958,59.6976592045165,1262.89762186467
K6715L1,Traditional,Traditional,Emmy,31.6511390909091,31.71443,4.571298,12.49865,-0.1884118,244.8117,0.001086314,393.9446,0.0186727104954543,0.621436872088106,0.05322338,0.214315152619171,0.0589973227272727,59.9901327272727,500.122572727273,99.4593781818182,1.995009,0.965050320666444,42.3793911117596,42.6987639990848,37.2622313014283,51.770874165,64.550033925,4.4179357065,0.7551571195,0,4,0.31,24.7507609853085,21.7621951738004,24.9372837689542,30.2521281822828,51.6942507336622,29.137152208047,43.8612546833996,5.96739247555073,126.201429627978,304.81146,59.6739247555073,1262.01429627978
K6715L1-1,Before_DAT,Before_DAT,Emmy,31.6503615601023,31.67137,5.024465,13.62674,-0.236306,169.8164,0.001115403,326.4648,0.0295876311121894,0.52016756477268,0.05462834,0.131043755404254,0.0557680867007673,59.9656967007673,500.122942455243,99.4106659079284,1.985586,0.985602258257331,81.0895619893528,82.1610592566083,65.4440540050831,56.263041354,69.74432433,4.5397433394,0.83793001820001,0,4,0.09,47.3705367933296,38.230814078876,47.9964792633252,32.8784612158813,55.8546555286621,31.6674701647949,47.3928296328292,5.96599568201805,126.149459571104,304.80668,59.6599568201805,1261.49459571104
K6709L8,Before_DAT,Before_DAT,Maquelle,31.5370510103627,31.60023,12.02856,28.29962,-0.5376162,183.136,0.00302949,320.9488,0.0656810239384938,0.570608146844606,0.1521994,0.196265347105723,0.152190017875648,60.1514489637306,500.133802590674,99.1373728756477,1.957768,0.969304239208293,169.398352532883,171.388389969643,140.159824776891,114.691916802,137.30560029,9.39621353220004,0.823830596600115,1.26217744835362e-29,4,0.1,99.291004862178,82.1531593154239,100.457443696174,67.4300695990409,110.141842245158,65.1758579572203,93.9052704127925,5.94756879050425,125.464857778616,304.74353,59.4756879050425,1254.64857778616
K6709L8,Traditional,Traditional,Maquelle,31.6521391666667,31.91315,10.279,27.3077,-0.5304386,209.2638,0.002040082,386.6336,0.0491198190991466,0.54124576860366,0.09980489,0.762002103110851,0.118457313333333,60.0621691666667,500.139541666667,99.1118091666667,2.038008,0.941834127539102,118.648444231537,119.76223906077,101.323670942107,110.74199217,132.73830465,4.23792563699898,2.43477691099694,3.15544362088405e-30,4,3.05,69.2789245868375,59.1629751533977,69.9292703075876,64.7082742244006,106.300656776163,62.3214000061149,90.1895369606038,5.96860247956395,126.246458516771,304.8156,59.6860247956395,1262.46458516771
K6709L3,Before_DAT,Before_DAT,Maquelle,31.6889029516539,31.73918,11.99625,27.91816,-0.5756723,171.7124,0.002231822,359.7456,0.0698624560602496,0.47731619233147,0.1090287,0.489332356485804,0.0995635789058524,59.9023740712468,500.137161323155,99.060960610687,2.010102,0.959226142940243,190.886825662662,193.337695861987,154.475280816852,113.172904936,135.54916772,9.4007198296,0.78060948879999,0,4,0.13,111.262653230433,90.0393704098413,112.691197710408,66.0008912186393,108.496376694718,63.4917164877313,91.9071724023059,5.9784277374523,126.612391410139,304.84919,59.784277374523,1266.12391410139
K6709L3,Traditional,Traditional,Maquelle,31.9538990909091,32.03334,7.174787,22.98909,-0.5632799,184.429,0.001258409,390.7292,0.03890270510603,0.47201232976701,0.05901546,0.523457964028866,0.0556492127272727,60.1060009090909,500.134909090909,98.9306609090909,2.07638,0.925475953284522,104.766486271531,105.864799733702,86.1339001786607,93.544855289,112.853264905,7.90925904290001,0.738687128700033,0,4,0.33,60.1713705007716,49.4699689258837,60.802173619309,53.8236003534462,90.0296042128248,51.3181901644714,75.3759783532603,6.06429479258862,129.83297680883,305.14073,60.6429479258862,1298.3297680883
"K6709L2,Before_DAT"
"K6709L2,Before_DAT"
"K6709L2,Before_DAT"
"Before_DAT"
"Charlie"
31.6838249097442
31.95620968
5.729875733
12.15973953
-0.665194731
224.5293283
0.001542472
390.3001667
0.0384478472105887
0.722713333359247
0.250101211
0.861872994463957
0.0634447941867008
59.981299955
500.138895804348
99.600642193
1.967925366
0.965903519780881
43.007642308451
29.1603311831599
26.2298404500016
45.615621019697
39.985125983499
2.21661734333912
2.3501418948599
7.88860905221012e-31
1
0.18
80.7833114640651
72.082651019824
69.0253173778954
104.290797700541
156.851053546141
97.3210051868776
75.1460974382371
5.99187051698616
123.813234333072
304.68827
58.8845976216051
1214.00398872539
